food_name,category,price,review,rating,original_taste,taste_reform_scheme,image_url
牛肉炒饭,中餐,0,牛肉米饭。,0,菜系：中式,数据来源：Hugging Face 数据集 zmao/chinese_food_caption；来源页面：https://huggingface.co/datasets/zmao/chinese_food_caption；原始数据未提供价格和评分，因此 price=0、rating=0。,https://datasets-server.huggingface.co/cached-assets/zmao/chinese_food_caption/--/e8fce42c364581091638ec9381ddc764b8124156/--/default/train/29/image/image.jpg?Expires=1779176706&Signature=KSCkbZBa3uxY-~E4q~Y~m0JuOlFOP1vQVzhDdtPsw0frD0S-T6RFdtG4dTVunMp89pKUzGixrlNbKPl80a-v-qCB1DlVn7w~Lda-8Kb71OgloOoreiEEg4Ou1Kzdlr5ubTBENrM-emiDvYdcpLILarEF6TcbjYWHI8aHctH9ba4T72hc8eJDTXafFgQC0CQQEjpa~qxn~UPxoNmMyllWNyK97RmP2V1bOAWU-h2r4bFmgo4Qg3X8EhKd8NZK56PMcNJjFNc5U94UPwape4KqQVrli9EuUdpAe3maoGAs0t2IArFco6mm13WJljXIn2YY0uDKAS19bGDB1CjPAr5jhg__&Key-Pair-Id=K204OQ5RWQVDLD
豆豉酱,中餐,0,牛肉豆豉酱汁。,0,菜系：中式,数据来源：Hugging Face 数据集 zmao/chinese_food_caption；来源页面：https://huggingface.co/datasets/zmao/chinese_food_caption；原始数据未提供价格和评分，因此 price=0、rating=0。,https://datasets-server.huggingface.co/cached-assets/zmao/chinese_food_caption/--/e8fce42c364581091638ec9381ddc764b8124156/--/default/train/30/image/image.jpg?Expires=1779176706&Signature=xe1-BOC2WfgVy8zC4gUBF~QJzLAAq0z18R~XA5jtEqBvR1wJEjtMj6-S0H~u5Q48d5MyaG7ACGxZjif~PLY1gTRpgGTNC7BNZbzkIXsIqqe4ncV~Qu-TsJPo7xj5G0QkOkdhgUQY3TQrKiDS5BU4FftFsn1HxW5ZpXmTxoA6FC3sLzGdIXcYVX7Z0bJ5ezY4UDJ2DPyy9O2zQyUkzIuide7p67Sj9GUMdZGyTt9-6D5JDDzH82E~W1tvWyWOMJuyo8b7L0x1rXo7~-1znGUN9DcBSlxgr6Mf8763S~pCjmkfsbWHYxaFillqn~8bhyb7fSdIUyKEyq1icwoFkru3uA__&Key-Pair-Id=K204OQ5RWQVDLD
西兰花牛肉,中餐,0,牛肉西兰花o和ster酱汁。,0,菜系：中式,数据来源：Hugging Face 数据集 zmao/chinese_food_caption；来源页面：https://huggingface.co/datasets/zmao/chinese_food_caption；原始数据未提供价格和评分，因此 price=0、rating=0。,https://datasets-server.huggingface.co/cached-assets/zmao/chinese_food_caption/--/e8fce42c364581091638ec9381ddc764b8124156/--/default/train/35/image/image.jpg?Expires=1779176706&Signature=TG6GSdQHfBLXGoQGZZp~BHLxDtZqBplltCSCk5THJORiGbyoDibqMdVc2aQ3AwJyvA1C7GPvZb5N-U3E5zgyG46sqS~PPfZnAhC6gbKQsmojSfI4SrvuRzRBmzMz61y9om-1Cgjw00bg8G0sKgkmb6ELguKJi872ihSBxny0Mib2ya8aDCIc9WeluS8sl0mWji~ridQz0feuj4s26aYxPflviKLRNHDip-k4mcF1~DaEY803Zn3nflRP9Rqf5kK4ibauFXDati8vtaF79Q3AeYwaELPFSsEKp0LQX-PmicBQ2wz9bZembyE2jveXTgAY1P6A88y332H7D1fW1AUtlg__&Key-Pair-Id=K204OQ5RWQVDLD
牛肉配西兰花,中餐,0,牛肉西兰花。,0,菜系：中式,数据来源：Hugging Face 数据集 zmao/chinese_food_caption；来源页面：https://huggingface.co/datasets/zmao/chinese_food_caption；原始数据未提供价格和评分，因此 price=0、rating=0。,https://datasets-server.huggingface.co/cached-assets/zmao/chinese_food_caption/--/e8fce42c364581091638ec9381ddc764b8124156/--/default/train/38/image/image.jpg?Expires=1779176706&Signature=h2tHqWS-GK4HDiCQayoWI3CO9nz6I1pb99XOvK5~3Vtn9IrXwPSXfwP8Q6-f18P5jaELy67mXTBipv2EEWYhTPiAN-OczIpD4WUJrIUInFETZdmFAgRiWG4s-UA1bf8FXjnb9vyYCj-Di2ZcMpdSEQTawFnIG-NYGXmLjLXCK768e67a-Axsy~iWbB94a7hgULdfnhoc69YEKc1i3j2tDFbfHXGE96jeZMB0y3LoPeHqCphWVV002oJtnI3BkQWy1DkYt7vrTRodK0HT73nE85QhxXLcKSZjAmMvp-c3rdnOpcJ9gbWl3Xgt~qOmdQrf3Uvd1k0VjeLIKfIUpqjVig__&Key-Pair-Id=K204OQ5RWQVDLD
牛肉配姜汁,中餐,0,牛肉姜汁。,0,菜系：中式,数据来源：Hugging Face 数据集 zmao/chinese_food_caption；来源页面：https://huggingface.co/datasets/zmao/chinese_food_caption；原始数据未提供价格和评分，因此 price=0、rating=0。,https://datasets-server.huggingface.co/cached-assets/zmao/chinese_food_caption/--/e8fce42c364581091638ec9381ddc764b8124156/--/default/train/39/image/image.jpg?Expires=1779176706&Signature=Y7Ta23bLd~l2gaocEYVGq2-a9KzZaWjvVsT4vdCd2CLPcXJMZ6a0zXcp3IOntrD6qIWxgETCjauhrB2t88ME-8DlnwehpIkZ~gIFAQQEMNg0qjrUGLLOcnl4OFp6cy5GYMFNKpyNVQpx5qPqjFL0rqx~c~6Z0MTZKgqh3wBGXS8yM4FLUvYJbkYzL6N471y7HMaDvQtW38HrnhzflUbHANfiytiZlIqP6BKybrJB9aiN5v087JxqvnsVbzxauxXOw7qKY3~l5K39nye5CZqL4fChRbdU3x4RRUIe2pNLpg4UA~BJuJgnxdIy1YBB2-Y0VJlDzJHzKJRdnf0CGPlCrw__&Key-Pair-Id=K204OQ5RWQVDLD
牛肉和西兰花炒,中餐,0,牛肉and西兰花stirfr和。,0,菜系：中式,数据来源：Hugging Face 数据集 zmao/chinese_food_caption；来源页面：https://huggingface.co/datasets/zmao/chinese_food_caption；原始数据未提供价格和评分，因此 price=0、rating=0。,https://datasets-server.huggingface.co/cached-assets/zmao/chinese_food_caption/--/e8fce42c364581091638ec9381ddc764b8124156/--/default/train/40/image/image.jpg?Expires=1779176706&Signature=OrzSWesqfKA8J0KTJCHsqTbZI9te3y5biMCU0LVEocLlr0Mxrh4Ol5968XZz~La4m9SEWSjCeRLiz~10ff-xBbJvLIL9XZ4WK6aAIDoFI-cdLrpv5Cc8RKEM02o9DGdEOPQD3j-ziCiqwF1Bvq6Z9SqTam0NVurLhs8RRmw0P1uOQ5um952hHFrGtsDpuTI7JOCmlxzX9Xyw5I-QMQzwHwvMyMYiTqIlL1PnVs5VT61n-7BqOEBvIDg6HuLIP8pzSL38krjg1bMuVaa5su9fvk5j9bj4UVzv8w-ZH4xZq2mO-7h51lONcgakHOEC6euSIbRDI4sN6DjvUWZBKkDgpQ__&Key-Pair-Id=K204OQ5RWQVDLD
西兰花牛肉,中餐,0,西兰花牛肉。,0,菜系：中式,数据来源：Hugging Face 数据集 zmao/chinese_food_caption；来源页面：https://huggingface.co/datasets/zmao/chinese_food_caption；原始数据未提供价格和评分，因此 price=0、rating=0。,https://datasets-server.huggingface.co/cached-assets/zmao/chinese_food_caption/--/e8fce42c364581091638ec9381ddc764b8124156/--/default/train/41/image/image.jpg?Expires=1779176706&Signature=Kzgwz84ex~DuvYFiG~aCjPK8PRvCHqGTMVgiysyLBLggZyL8wWbEpT8QQiKXyjdVxkxaq~WFWCl~Wyp3BA7XO2798eY8wsM5JOh24WQKjSo2A25qyvLlep9J8B91bZctTF-7O42XY-BDMZ4euKlqDWRnrod5LiL6K~~om0SlRWUm0xxWaymX35F~kwK1ZGWnui8IDpt7T-zRMEY16y0Moaddy1AkoaTOxJzMcppgobPedbJDXXsz21Sx4g~NEvcdifIemYP5cSl9rSp2r0klI3Q6WoR3vzp3OcfUNeeWJ5s0puhTAMLefhTKfRcAJtrPHj5qrdNaG~OcJDNovdBbOA__&Key-Pair-Id=K204OQ5RWQVDLD
焗芝麻鸡肉,中餐,0,hone和鸡肉。,0,菜系：中式,数据来源：Hugging Face 数据集 zmao/chinese_food_caption；来源页面：https://huggingface.co/datasets/zmao/chinese_food_caption；原始数据未提供价格和评分，因此 price=0、rating=0。,https://datasets-server.huggingface.co/cached-assets/zmao/chinese_food_caption/--/e8fce42c364581091638ec9381ddc764b8124156/--/default/train/42/image/image.jpg?Expires=1779176706&Signature=HerNO8TtM8XVnvK~m9QA8B3lWtHH0UQ6GVm2ymC5Xfo9~wT14I64-JC29j~F9z06db70P6DRQOxEe8Qdj9rH5hbWKZM-uSll-1J4jIyixMxxWNL-W4ngOMkoZ8r7hBX0qvvi7BM-2dd7HxLK1GLTOAC3XTnW6JhCyFqI24o0NSNZRRU28~dK-uSJkXof5xRdkr~W-fncrvhA1byuEq6n7avJXwaaJDxo3svSK~uneUPrDiXhlJ3UqesRAqA47a~xHkLYvLYnanC1awauNY4FiHhOLAFY6HdUx0nfE3uvBj2IdtbzjiU1JyeW2trPnLrNsot93-ukPIOTxPNFDykp0w__&Key-Pair-Id=K204OQ5RWQVDLD
蒸面配四季豆,饮料,0,面条豆类。,0,菜系：中式,数据来源：Hugging Face 数据集 zmao/chinese_food_caption；来源页面：https://huggingface.co/datasets/zmao/chinese_food_caption；原始数据未提供价格和评分，因此 price=0、rating=0。,https://datasets-server.huggingface.co/cached-assets/zmao/chinese_food_caption/--/e8fce42c364581091638ec9381ddc764b8124156/--/default/train/43/image/image.jpg?Expires=1779176706&Signature=ZLgqED9bHm5RcHChWW4k7d65mB7mwNIzFwdwOW~wzHwfA0vvvcutqxm4SQHJ4WzjTvoflT2TlbCtveGYpdzoLpC10K8EGUq4iO5ce0aeMaxzj35L3mR3JykwvGGkfCJCBsSqwHM0VM87Cx17v71GSyeZWb8v9ozAJkPaYZgkWD5k0pMtdZoobx6~voX7DXH5cee1a~RbKPN9it8yY9SxZNBtKZj6QD93qPwEbj7E863PzVnPorGKRztI9HU1aJtM8tagTpafa0Z5wKdqoM9PK7cOuckqR4AOeaKM2VvWkHdIXeyXacAFJsjeyArMKSCRhIIPWRB7VqfM7MggXXTjoA__&Key-Pair-Id=K204OQ5RWQVDLD
豆豉牛肉,中餐,0,豆豉牛肉豆类。,0,菜系：中式,数据来源：Hugging Face 数据集 zmao/chinese_food_caption；来源页面：https://huggingface.co/datasets/zmao/chinese_food_caption；原始数据未提供价格和评分，因此 price=0、rating=0。,https://datasets-server.huggingface.co/cached-assets/zmao/chinese_food_caption/--/e8fce42c364581091638ec9381ddc764b8124156/--/default/train/44/image/image.jpg?Expires=1779176706&Signature=jTPB3KmRzp5QREiqbt6Yr7m0V3SLhAK0x03zJre34NtbdPJ17mQGjLCeKooWO6~mwY~8Wj1RIG4lrWqs8DrNKWiAQ35Rhmvdxm4QHzgYnxsqEVof~yfNPq9KI8nCMzlgnlW19qSEVYOr29gavJfwRON18~eu-v64dyvx6i-sk9Ue9sxv9OAYy1PkE4zoKcQIerbb9fHOcuUM0~PBQM8ySCAL1eRsJ2P3Zlp9B80elsnqAicJ4weLieFK-Wx4aQH~Iaah560LcOhyP35gw4ZQoOfu2Qs-k6nfSTy3QCFOs28io3bpR3E84gckXfVvq-G6BiRgY7JG6wZilZh7GjMhxw__&Key-Pair-Id=K204OQ5RWQVDLD
豆豉鸡,中餐,0,豆豉鸡肉。,0,菜系：中式,数据来源：Hugging Face 数据集 zmao/chinese_food_caption；来源页面：https://huggingface.co/datasets/zmao/chinese_food_caption；原始数据未提供价格和评分，因此 price=0、rating=0。,https://datasets-server.huggingface.co/cached-assets/zmao/chinese_food_caption/--/e8fce42c364581091638ec9381ddc764b8124156/--/default/train/45/image/image.jpg?Expires=1779176706&Signature=g1-grOcMjff1ecPbdR0zf1HNdGwgORbssaoSn0a3P7aua-tQneGd2RBvw5ieGWCKjGm3RSUufQoyYjlwZiJOpnqsEj-8Cmm4Lh0inUyygg8s9Zx8Y-FvnFg-SYtjX~iPwS3~Rre05ouJua7BafYUhKbnzAZQ6Nzi~cY150Ap9i6m2BWcQ2aSUechyXDyXKCyHTgMpAl1nasKYMIB74VMlLY5oTBSf0gI7ZZs3hCMNWmnC2-T9UmFupeqwNB3qCc1CqF6zPPS0y-t-HaSqsv7mDZqVWpg5y3m5PuPERhtooiIoJGeZBN~41NW0GnyRLgiofHmNP1IdGhKHrz2GyTU4w__&Key-Pair-Id=K204OQ5RWQVDLD
豆类虾仁配西兰花,中餐,0,bck豆类虾仁西兰花。,0,菜系：中式,数据来源：Hugging Face 数据集 zmao/chinese_food_caption；来源页面：https://huggingface.co/datasets/zmao/chinese_food_caption；原始数据未提供价格和评分，因此 price=0、rating=0。,https://datasets-server.huggingface.co/cached-assets/zmao/chinese_food_caption/--/e8fce42c364581091638ec9381ddc764b8124156/--/default/train/46/image/image.jpg?Expires=1779176706&Signature=fcIBxbmC~KLJ9p1z3EAcjFHRK4ZauhmxOtBcebt-QAtZ-wpTEw7eBWU6jl53NMnkAIW3hHcepLHEyjrk~0X4EPfxZdwKG~RBAlcAOksQoo9S9iFsW4BT-UprvQPuG6kR5wIMvV4y4ZsKA3WBVYO6qut-tnyRq0uPgt4GbOwhWLs-q0WIMYh9UDG7n2XL7IAfYnlWquLd3px7TJNjSMY8~LQDWaq5K3VpO2fUcdPaGoBMAIEeqrKI3k7H2v~RuWJO6eziojQ~FSlYGlVu5hpm8eXYI-1irmy1AftDDotvjLt4yotfPkDbn7Kzbj~5s0CQxrZo36n8KQRCbDjQn8WWYA__&Key-Pair-Id=K204OQ5RWQVDLD
红烧牛肉和,中餐,0,牛肉st和le。,0,菜系：中式,数据来源：Hugging Face 数据集 zmao/chinese_food_caption；来源页面：https://huggingface.co/datasets/zmao/chinese_food_caption；原始数据未提供价格和评分，因此 price=0、rating=0。,https://datasets-server.huggingface.co/cached-assets/zmao/chinese_food_caption/--/e8fce42c364581091638ec9381ddc764b8124156/--/default/train/47/image/image.jpg?Expires=1779176706&Signature=aFPZo-ghPf6eBtqs6qzDV78YXmFe095qUhIQ~98OFar0iPqVQHXK5P4RmkbZspMOfpEZnUXFcxuAF7rnkOUHzZEmJhB~1cBnHEsesjVgfrf~ZJ2UKcGOcFb8QeMTAdoiru66g7BhY3eiHkT1V5AuRB-A1gFv8YCzAD-Jl73isqnJx2k2II23A~tAToKlOYQ6h5Fm4JPYtmFj5i4HsmLF6ugKftURW5VtykFrMssb7JOS0amTLKxM9wPf0t1y1o26Jr-D6RSuwVlLQfu~TLqucLeK4m3ozOniuFORDAHNKAkYL2fOLb0B02TN25pp7FFH6oVgAx7ZXVFCjZSuIq~GRQ__&Key-Pair-Id=K204OQ5RWQVDLD
红烧鸡肉配,中餐,0,鸡肉。,0,菜系：中式,数据来源：Hugging Face 数据集 zmao/chinese_food_caption；来源页面：https://huggingface.co/datasets/zmao/chinese_food_caption；原始数据未提供价格和评分，因此 price=0、rating=0。,https://datasets-server.huggingface.co/cached-assets/zmao/chinese_food_caption/--/e8fce42c364581091638ec9381ddc764b8124156/--/default/train/49/image/image.jpg?Expires=1779176706&Signature=OG9YHmxGGfVOPajSUXxp~dvPMVUWdEFxNUwrkIOF569IJiCEcdSA1olLC7GnyTm3-p0FZuFe0N4shteAoLTpgM5-CCC0vUZCoA-J-WEoBK5HsitIZDlhPiaZGyYPTRBdklNG4z19d4JRXiyMfThWM9cw0Ue5fzA0yHWrqG4kBqD54SuDftKz4amTc5fJnIzQSK-a70RWQMJc3u90N0kq9aQYwwNv5X6y0dfrDRu-LErFXlNrcHQBlCD3RGhwJZU2k0MD4MHymHOO3fBgVvOe1VKqcaIEBcE9VdCl9FaWni2N7aQ2TjgafatGn6XZSLAfJj3CyTj~pJDbyRv-9YbGpQ__&Key-Pair-Id=K204OQ5RWQVDLD
红烧蘑菇和卷心菜,中餐,0,蘑菇s卷心菜。,0,菜系：中式,数据来源：Hugging Face 数据集 zmao/chinese_food_caption；来源页面：https://huggingface.co/datasets/zmao/chinese_food_caption；原始数据未提供价格和评分，因此 price=0、rating=0。,https://datasets-server.huggingface.co/cached-assets/zmao/chinese_food_caption/--/e8fce42c364581091638ec9381ddc764b8124156/--/default/train/50/image/image.jpg?Expires=1779176706&Signature=T0nSoFUgp8y4Jlft2~9wK76t3rMcrgddE3iAhIvjI0EzhzG23j5Fvik11wJbU8qU1FwRgjkH6lbTiGqO0q0AMjBQUnOCKzJXpr8oaKA8Be~EgsOsxjRCW5zS2Hg2~WlOzxbx7UL99z~0qTbJ19euWv9jV8vP~hdUw2ddfC2H-6RvDNt5t7O9Tuq9j5g7B~qSz578Z2n3yLWvKv2k9URN4buKHjS4vVZwJ-Ct3CEWrkEmbW9LHskOLNd~1dqAZjAOxkecBeOrYOfdPce6y2LcwxbWhq~C9GQ12nkFDxTkUCxUo4KMxrdDI7diZ2GGEQsG-lnaBiLgmwpOpn9sdgUvzg__&Key-Pair-Id=K204OQ5RWQVDLD
红烧猪肉配豆豉,中餐,0,猪肉豆豉s。,0,菜系：中式,数据来源：Hugging Face 数据集 zmao/chinese_food_caption；来源页面：https://huggingface.co/datasets/zmao/chinese_food_caption；原始数据未提供价格和评分，因此 price=0、rating=0。,https://datasets-server.huggingface.co/cached-assets/zmao/chinese_food_caption/--/e8fce42c364581091638ec9381ddc764b8124156/--/default/train/53/image/image.jpg?Expires=1779176706&Signature=EsdsmEtHcjEHBBaIuRJB3yuDN9DGh72Mth51KORc7u8e44CJfxXTsz-s8ijdb4ozBmkN-u1HcynnP9lSm8cTuXTO3vb8w3eFu7hvPOPJShLEo0f0zkVNhnLs1fw~ZZBA29PTup4H98XzgAAoWJaZp2Iw7h2bkOMFZXQijMvS1QsQnLzNG0AK86U4mUzm6DctGsnbhXveEYnU-ObosY1bMz5qLU6K7bnI9flwrt0GHxolwjxy8y2N5~QknS9cyCxlb4bCNcx7NoS3PwkKjvztjsclEHFa~HR2tmjr8CG4O4e7r2vhx6Wa2-mQn-70wSeFLUPuClyoeUTyC5io6F--pg__&Key-Pair-Id=K204OQ5RWQVDLD
米饭和米饭,中餐,0,米饭米饭。,0,菜系：中式,数据来源：Hugging Face 数据集 zmao/chinese_food_caption；来源页面：https://huggingface.co/datasets/zmao/chinese_food_caption；原始数据未提供价格和评分，因此 price=0、rating=0。,https://datasets-server.huggingface.co/cached-assets/zmao/chinese_food_caption/--/e8fce42c364581091638ec9381ddc764b8124156/--/default/train/55/image/image.jpg?Expires=1779176706&Signature=sTixQ2k0xCS7Wy7YTosu65J-A0FtmSkiINHHqd6HXTNaUqXLwwhD8KK9S26LEjdeMXkkLQCe5~3zu2AQTdajrB3KtDYT~Gb16f9rZN0dynbW9tdPIsEcLpHpquI7rfvR9cDRRqPRDXblsum45lOtsE2STftO8HlobZU2SjkoA70~6Vk0omdCMv~6ooRQxts8bRDuoTDcqHos3Tnuun-v02XI1txGnpu1GvZLfV9sOB2WM5AkyPx~h-LmU7wsgSUioJHGV1DGDsiibyCglpAf5bklRpWXa7ZRy-8R93Yo9zIITZ9Jft4dpp0ngTjelgS7Z2iLYqa5j3JD~-17Td3kQw__&Key-Pair-Id=K204OQ5RWQVDLD
捞面,中餐,0,s/brussels sprouts and shiitake lo mein,0,菜系：中式,数据来源：Hugging Face 数据集 zmao/chinese_food_caption；来源页面：https://huggingface.co/datasets/zmao/chinese_food_caption；原始数据未提供价格和评分，因此 price=0、rating=0。,https://datasets-server.huggingface.co/cached-assets/zmao/chinese_food_caption/--/e8fce42c364581091638ec9381ddc764b8124156/--/default/train/56/image/image.jpg?Expires=1779176706&Signature=nzBXucAMFRrNE3MBUrr7zOYJBBVUPeZ6nS4sXbpxcKBa85FtQNgl~ZzjKIdW0fdw1sZat25OR4j3w3kNp1rupbHmFQVBtH4hn9rdHNn0MzWLdx0-6E528rF6RcHfRzVFWLWvB1ft9G2CT2F6TSUj71s1dfw1M8sMuZEVQ5RQZHl3R1ppM~EpB4JdhkctGSmTFLd1fE3kCeWFaS4VVspuw4TIqoHkxNP6SnVyAl0fawAUpTznjoDB~TGy0iUAAD~Zo0C3Jj0NFiWpMad4lL4wyJbAFTBe7exGB8bQAZix6WQwKWDg1TxoxbSZzkL3JvKbxIAklUwC3sK7DVhmuk1HqQ__&Key-Pair-Id=K204OQ5RWQVDLD
炒面,中餐,0,面条猪肉。,0,菜系：中式,数据来源：Hugging Face 数据集 zmao/chinese_food_caption；来源页面：https://huggingface.co/datasets/zmao/chinese_food_caption；原始数据未提供价格和评分，因此 price=0、rating=0。,https://datasets-server.huggingface.co/cached-assets/zmao/chinese_food_caption/--/e8fce42c364581091638ec9381ddc764b8124156/--/default/train/59/image/image.jpg?Expires=1779176706&Signature=ldnrhZPHfHp-cyaufqzLDQuzOgtPFHGrjZseyQi3J7KP3K8w0z0ZY7Eeeb5l2jMhpCPd1ms~MPlYi4OjxFCm82ab15mq51~BFlwf9N5iAxkjCmz2M56V7CGLOFKt1kU78O~YePxXIHnOXca1CwZk04I8upmGTq3aR8dTIX2h8VWtCAwbhyosu61MvHqyVawCtbXbgQvvdA7bOU8JgN54T0Xj9Af~bdZrr0W3QJ0DUsOmaeeBCSXRjKJTZY0VVbC9oog~NFUHx1cp94nKYQrW-zozjKNkSHxHHAgMjuDEtyOo5k9zao8HQFYqYgQB2jlwO5XZDzWTP8K4ruXzdWdyjw__&Key-Pair-Id=K204OQ5RWQVDLD
烤猪肉,中餐,0,cantonesest和le猪肉。,0,菜系：中式,数据来源：Hugging Face 数据集 zmao/chinese_food_caption；来源页面：https://huggingface.co/datasets/zmao/chinese_food_caption；原始数据未提供价格和评分，因此 price=0、rating=0。,https://datasets-server.huggingface.co/cached-assets/zmao/chinese_food_caption/--/e8fce42c364581091638ec9381ddc764b8124156/--/default/train/60/image/image.jpg?Expires=1779176706&Signature=GVGs9vzFvK15aiftQRIzGRD4RI27x4dI~0PVYx3c6rLMWpNmTd5Dk4wBQvuyo3RQ7v8KrNpAeeK72k~UyX7e5sooYhJY8afAeNiEsaEyqesGWszTlhw44mMeRezqzFMHqHs4NClp2UxjXCaIZMI4~aun8GtToc3QDK1P1Hsu7c76nkWcV2piLqmdIXMhul4Y1LM~Co0q1ZuPraDQE3Re0A3g7vpgPcVRwfVqDBBESSuWGawUlYjPtAETuZbtOIoaftKqnmFuTtuclP3ADyl-eCWnLDkY9OYXo4UtuXjskLoM9~Et~vSYylsK8uJ8SqfH4uG4ZnqPyWydyUJiL590bA__&Key-Pair-Id=K204OQ5RWQVDLD
配姜汁和,中餐,0,cantonesest和le姜汁。,0,菜系：中式,数据来源：Hugging Face 数据集 zmao/chinese_food_caption；来源页面：https://huggingface.co/datasets/zmao/chinese_food_caption；原始数据未提供价格和评分，因此 price=0、rating=0。,https://datasets-server.huggingface.co/cached-assets/zmao/chinese_food_caption/--/e8fce42c364581091638ec9381ddc764b8124156/--/default/train/61/image/image.jpg?Expires=1779176706&Signature=f7xKyLaJaCLj-QAklPX9k81yS7g0IeelckhELZH71QedF10anUnxEoJVd1F9Q58wax~UQtC5~v1aY9ut5zi3qlVUOrteMqiYNbH2~jliHSonGewjR6-aoWAQTFRCEpkXqavk6UWwCuTKepUrgvrww3Rgx1j9KiHJW1NR9yETDz1tXGrjO3if8lVtOmOLeEBO4N7LSsJ1-Nrf60MdxIhGahJJfIl0CwCRrMxgYPrbQjAHZ9cbQjlWtsQ-sO27e5Xb-d-UzYQgJbVy9tJbcqSwaFvo2mDJAnCrUBHSpRt~lVe4UNCpqv0BlDGKRon5WsA4oxkWSMjqG-z5wlut5XjYng__&Key-Pair-Id=K204OQ5RWQVDLD
姜汁猪肉,中餐,0,姜汁猪肉wa和s。,0,菜系：中式,数据来源：Hugging Face 数据集 zmao/chinese_food_caption；来源页面：https://huggingface.co/datasets/zmao/chinese_food_caption；原始数据未提供价格和评分，因此 price=0、rating=0。,https://datasets-server.huggingface.co/cached-assets/zmao/chinese_food_caption/--/e8fce42c364581091638ec9381ddc764b8124156/--/default/train/62/image/image.jpg?Expires=1779176706&Signature=OHkPvJlFxih4hzGH0geOwWFRd44DFFShiJnyQLXmQVXyrR6SeLFY0-R4r2AxUfbcGZrvn7IPfBxqCFlSglzJNW0S7udN7hs6lEDmIMMeasANGRfm3lC4SLtfHi1l2cUS6UgrG762Y619lRQQsREUrmK2E6Q6c3cEldL9SwSxVRSAOgJ8pHoKJzQBt-hJkm3NQ1We2uoItX2qay3Q~q1uKuTxC4tQjZtWvcbnbdFkjhzVnACX~OkC971QAxov0O457zKiO0qYBTJPgslml6TY1wT-8a4McuD63xzjoTMBN3OV1zfRXG2j-zNXvaJCHZiFPGSaF-9SyrHeT94sqdiJbg__&Key-Pair-Id=K204OQ5RWQVDLD
鸡肉,中餐,0,鸡肉。,0,菜系：中式,数据来源：Hugging Face 数据集 zmao/chinese_food_caption；来源页面：https://huggingface.co/datasets/zmao/chinese_food_caption；原始数据未提供价格和评分，因此 price=0、rating=0。,https://datasets-server.huggingface.co/cached-assets/zmao/chinese_food_caption/--/e8fce42c364581091638ec9381ddc764b8124156/--/default/train/63/image/image.jpg?Expires=1779176706&Signature=Andi7nSmuwNP4C3vVE41wY~JUXXgZk3~JzYoCuVZvBNsguC--G6ckhU7qOszwKW0jRPQ8GplXwQSFR4jsBQFIs73gfG2zgcmv8fOVmcKiu0V2rLsrfWzpJSYFn14FCzGRlvndv8K4sXWgONRxUZVelnHidkB9h4PrvI5eRMrrjbkqJZDNFmyaOf~oZ-TbBtg6gkHeXfhSN4pt76DCPj~mZhSZBaSGZxsjB1Cete0kLnQRlb~48VDoCQPmG2gNVZLpMY0M4qjVN3odqA99BALrRJotp3Q~ZkZ4E~XOMflK38MLVQkP8lk1olllvefaYpteCIOtLEAN1f-ejairKxuwA__&Key-Pair-Id=K204OQ5RWQVDLD
蒸米饭,饮料,0,st和le米饭。,0,菜系：中式,数据来源：Hugging Face 数据集 zmao/chinese_food_caption；来源页面：https://huggingface.co/datasets/zmao/chinese_food_caption；原始数据未提供价格和评分，因此 price=0、rating=0。,https://datasets-server.huggingface.co/cached-assets/zmao/chinese_food_caption/--/e8fce42c364581091638ec9381ddc764b8124156/--/default/train/64/image/image.jpg?Expires=1779176706&Signature=OdQyVkHJh1E2qud03jp-nUjNZ2fAAhuXNkUwSNZMccg8VCh3XqK3nu5C0oh0UwoutIVfKdyLswscKklpnMlit-ZJyTPc73cw8m~EvFdSn79Wpb4JiH78msH~BLStxSExiGH6Nmy6Bp07oYOFjKIDT00-AxZwFcJuvzbImpAsKVRs0cj-rh7ICXNydetEK8TCCnrq7k4NWo-imx9unjQLSt1PsyoxMl~u1REaBGR8EnJE8ej~Zuc7mMNcNJpeTNY6dmNfv7fryFuHkybV8D1a-kgVkHVjaAXxfz52gIF1uQTRhWVX74FJiOeEhY1wzV29j-0oTY6yiXXclK4abIz4RQ__&Key-Pair-Id=K204OQ5RWQVDLD
